Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: Neg_1,Group Area: Neg_2,Group Area: Neg_3,Group Area: Neg_4,Group Area: Neg_5,Group Area: Neg_6,Group Area: Neg_Pool,Group CV [%]: Neg_1,Group CV [%]: Neg_2,Group CV [%]: Neg_3,Group CV [%]: Neg_4,Group CV [%]: Neg_5,Group CV [%]: Neg_6,Group CV [%]: Neg_Pool,Ratio: (Neg_1) / (Neg_Pool),Ratio: (Neg_2) / (Neg_Pool),Ratio: (Neg_3) / (Neg_Pool),Ratio: (Neg_4) / (Neg_Pool),Ratio: (Neg_5) / (Neg_Pool),Ratio: (Neg_6) / (Neg_Pool),Ratio: (Neg_2) / (Neg_1),Ratio: (Neg_3) / (Neg_1),Ratio: (Neg_4) / (Neg_1),Ratio: (Neg_5) / (Neg_1),Ratio: (Neg_6) / (Neg_1),Ratio: (Neg_3) / (Neg_2),Ratio: (Neg_4) / (Neg_2),Ratio: (Neg_5) / (Neg_2),Ratio: (Neg_6) / (Neg_2),Ratio: (Neg_4) / (Neg_3),Ratio: (Neg_5) / (Neg_3),Ratio: (Neg_6) / (Neg_3),Ratio: (Neg_5) / (Neg_4),Ratio: (Neg_6) / (Neg_4),Ratio: (Neg_6) / (Neg_5),Log2 Fold Change: (Neg_1) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_Pool),Log2 Fold Change: (Neg_3) / (Neg_Pool),Log2 Fold Change: (Neg_4) / (Neg_Pool),Log2 Fold Change: (Neg_5) / (Neg_Pool),Log2 Fold Change: (Neg_6) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_1),Log2 Fold Change: (Neg_4) / (Neg_1),Log2 Fold Change: (Neg_5) / (Neg_1),Log2 Fold Change: (Neg_6) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_2),Log2 Fold Change: (Neg_5) / (Neg_2),Log2 Fold Change: (Neg_6) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_3),Log2 Fold Change: (Neg_6) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_5),P-value: (Neg_1) / (Neg_Pool),P-value: (Neg_2) / (Neg_Pool),P-value: (Neg_3) / (Neg_Pool),P-value: (Neg_4) / (Neg_Pool),P-value: (Neg_5) / (Neg_Pool),P-value: (Neg_6) / (Neg_Pool),P-value: (Neg_2) / (Neg_1),P-value: (Neg_3) / (Neg_1),P-value: (Neg_4) / (Neg_1),P-value: (Neg_5) / (Neg_1),P-value: (Neg_6) / (Neg_1),P-value: (Neg_3) / (Neg_2),P-value: (Neg_4) / (Neg_2),P-value: (Neg_5) / (Neg_2),P-value: (Neg_6) / (Neg_2),P-value: (Neg_4) / (Neg_3),P-value: (Neg_5) / (Neg_3),P-value: (Neg_6) / (Neg_3),P-value: (Neg_5) / (Neg_4),P-value: (Neg_6) / (Neg_4),P-value: (Neg_6) / (Neg_5),Adj. P-value: (Neg_1) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_Pool),Adj. P-value: (Neg_3) / (Neg_Pool),Adj. P-value: (Neg_4) / (Neg_Pool),Adj. P-value: (Neg_5) / (Neg_Pool),Adj. P-value: (Neg_6) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_1),Adj. P-value: (Neg_4) / (Neg_1),Adj. P-value: (Neg_5) / (Neg_1),Adj. P-value: (Neg_6) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_2),Adj. P-value: (Neg_5) / (Neg_2),Adj. P-value: (Neg_6) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_3),Adj. P-value: (Neg_6) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_5)
TRUE,D-Arabinonate,C5 H10 O6,Full match,Invalid mass,Partial match,Full match,166.04796,0.597,314023.3426,6,21,,Multiple matches found,No matches found,78.8,99835.80478,77162.45321,235880.4006,243567.4522,14105.44983,167639.8637,134693.2655,22.57420986,12.5281594,21.24748745,20.47099699,1.9570864,16.88997014,10.33017941,0.741,0.573,1.751,1.808,0.105,1.245,0.773,2.363,2.44,0.141,1.679,3.057,3.157,0.183,2.173,1.033,0.06,0.711,0.058,0.688,11.885,-0.43,-0.8,0.81,0.85,-3.26,0.32,-0.37,1.24,1.29,-2.82,0.75,1.61,1.66,-2.45,1.12,0.05,-4.06,-0.49,-4.11,-0.54,3.57,0.083222882,0.000393794,3.99E-05,3.02E-05,4.70E-14,0.136565747,0.475236421,3.38E-06,2.74E-06,3.51E-12,0.0023609,8.16E-08,6.78E-08,3.79E-11,2.99E-05,0.999999865,4.56E-14,0.086172758,4.56E-14,0.070142372,6.47E-14,0.183090339,0.001095381,0.000158485,0.000112564,1.27E-13,0.313259818,0.809909957,1.26E-05,9.09E-06,9.64E-12,0.005628944,4.07E-07,3.35E-07,1.07E-10,0.000101883,1,1.43E-13,0.234312443,1.51E-13,0.156006846,1.80E-13
FALSE,D-Aspartate,C4 H7 N O4,Full match,Invalid mass,Partial match,Full match,133.03758,0.548,800028.9837,10,12,,Multiple matches found,No matches found,94,955996.5326,313023.1149,770426.3962,820904.3955,161214.5251,404742.8486,660894.2266,4.877484498,15.03055545,3.065339785,5.073826268,5.544670512,2.524368948,5.523201074,1.447,0.474,1.166,1.242,0.244,0.612,0.327,0.806,0.859,0.169,0.423,2.461,2.623,0.515,1.293,1.066,0.209,0.525,0.196,0.493,2.511,0.53,-1.08,0.22,0.31,-2.04,-0.71,-1.61,-0.31,-0.22,-2.57,-1.24,1.3,1.39,-0.96,0.37,0.09,-2.26,-0.93,-2.35,-1.02,1.33,3.12E-07,7.09E-13,0.01001328,0.000616896,4.36E-14,1.10E-08,5.83E-14,0.012378358,0.098935781,4.36E-14,8.52E-12,9.35E-13,3.26E-13,1.11E-08,0.000168059,0.95166994,4.36E-14,1.76E-09,4.36E-14,4.00E-10,3.50E-12,1.56E-06,5.82E-12,0.028529189,0.001913959,1.26E-13,8.23E-08,1.28E-12,0.028393958,0.195448645,1.77E-13,5.81E-11,1.26E-11,4.78E-12,2.52E-08,0.000487068,1,1.43E-13,1.58E-08,1.51E-13,3.03E-09,7.98E-12
TRUE,denipride,C18 H26 N4 O5,Full match,No results,Full match,No results,378.18918,2.618,354899.7868,3,0,,No matches found,No matches found,,481471.043,43365.39345,284929.7626,55558.55285,52048.37256,174383.4993,229680.7314,16.70067368,3.292552295,12.89812419,31.33887034,15.79829381,16.23320388,11.57792604,2.096,0.189,1.241,0.242,0.227,0.759,0.09,0.592,0.115,0.108,0.362,6.57,1.281,1.2,4.021,0.195,0.183,0.612,0.937,3.139,3.35,1.07,-2.41,0.31,-2.05,-2.14,-0.4,-3.47,-0.76,-3.12,-3.21,-1.47,2.72,0.36,0.26,2.01,-2.36,-2.45,-0.71,-0.09,1.65,1.74,8.68E-05,8.30E-12,0.93121334,3.78E-11,3.80E-11,0.183966773,9.58E-13,0.008846863,2.96E-12,2.97E-12,1.24E-05,1.40E-10,0.952700528,0.951840827,1.24E-08,5.74E-10,5.78E-10,0.094386945,1,6.77E-08,6.82E-08,0.000318334,6.00E-11,1,4.69E-10,7.36E-11,0.404726902,1.36E-11,0.020887227,2.60E-11,8.22E-12,4.04E-05,1.17E-09,1,1,6.34E-08,5.25E-09,1.21E-09,0.255213863,1,3.72E-07,1.20E-07
TRUE,denipride,C18 H26 N4 O5,Full match,No results,Full match,No results,378.18919,2.788,266746.477,3,0,,No matches found,No matches found,,170791.6374,37371.28514,199233.5039,126510.8424,61580.91052,179822.2557,171159.8117,19.12563755,17.27999263,27.15220268,18.48390071,52.00215776,7.208707761,12.28288567,0.998,0.218,1.164,0.739,0.36,1.051,0.219,1.167,0.741,0.361,1.053,5.331,3.385,1.648,4.812,0.635,0.309,0.903,0.487,1.421,2.92,0,-2.2,0.22,-0.44,-1.47,0.07,-2.19,0.22,-0.43,-1.47,0.07,2.41,1.76,0.72,2.27,-0.66,-1.69,-0.15,-1.04,0.51,1.55,0.997023787,3.83E-09,0.67812232,0.647908896,4.99E-05,0.999999669,3.96E-07,0.587681265,0.972173852,0.002252059,0.997399566,1.69E-08,2.20E-06,0.008769662,1.40E-07,0.16511728,4.29E-05,0.886140166,0.016370799,0.777507049,0.000629058,1,1.99E-08,1,1,7.23E-05,1,1.78E-06,0.944975854,1,0.003353835,1,9.31E-08,8.46E-06,0.013560755,6.39E-07,0.393678639,6.67E-05,1,0.022256929,1,0.000928244
FALSE,D-Glutamate,C5 H9 N O4,Full match,Invalid mass,Partial match,Full match,147.05325,0.537,1242512.674,28,12,,Multiple matches found,No matches found,94.8,1545315.932,650634.8401,1213538.692,687491.3932,123779.5985,1174698.038,1043767.569,9.411469248,11.72809575,2.084312466,1.72208312,9.348153408,1.352050854,2.940206933,1.481,0.623,1.163,0.659,0.119,1.125,0.421,0.785,0.445,0.08,0.76,1.865,1.057,0.19,1.805,0.567,0.102,0.968,0.18,1.709,9.49,0.57,-0.68,0.22,-0.6,-3.08,0.17,-1.25,-0.35,-1.17,-3.64,-0.4,0.9,0.08,-2.39,0.85,-0.82,-3.29,-0.05,-2.47,0.77,3.25,1.89E-07,1.18E-09,0.011101286,1.17E-08,4.36E-14,0.112458302,1.74E-12,0.006997511,6.79E-12,4.36E-14,0.000921384,3.42E-10,0.901709694,4.36E-14,1.29E-09,1.95E-09,4.36E-14,0.970508761,4.36E-14,8.09E-09,4.36E-14,9.73E-07,6.86E-09,0.031057932,7.67E-08,1.26E-13,0.273516673,2.41E-11,0.016933976,5.30E-11,1.77E-13,0.002359524,2.59E-09,1,1.83E-13,7.33E-09,1.63E-08,1.43E-13,1,1.51E-13,5.44E-08,1.45E-13
TRUE,DL-Arginine,C6 H14 N4 O2,Full match,Full match,Full match,Full match,174.11178,0.468,1023863.306,8,1,65.3,Multiple matches found,No matches found,,599042.6906,1197134.275,1003642.021,769149.0702,17781.38139,546418.4735,773634.2733,6.652701073,0.618501382,2.459093567,7.554132549,7.859775392,6.210778573,6.909080635,0.774,1.547,1.297,0.994,0.023,0.706,1.998,1.675,1.284,0.03,0.912,0.838,0.642,0.015,0.456,0.766,0.018,0.544,0.023,0.71,30.73,-0.37,0.63,0.38,-0.01,-5.44,-0.5,1,0.74,0.36,-5.07,-0.13,-0.25,-0.64,-6.07,-1.13,-0.38,-5.82,-0.88,-5.43,-0.49,4.94,0.000307171,1.76E-08,6.24E-05,0.995193049,4.36E-14,3.99E-06,3.87E-10,9.36E-08,0.001116779,4.36E-14,0.673159855,0.037803315,1.85E-06,4.36E-14,4.16E-11,0.002995137,4.36E-14,5.87E-09,4.36E-14,2.99E-05,4.36E-14,0.001016765,8.62E-08,0.000236058,1,1.26E-13,1.88E-05,2.84E-09,4.48E-07,0.002844848,1.77E-13,1,0.077858742,7.29E-06,1.83E-13,2.96E-10,0.010659163,1.43E-13,4.66E-08,1.51E-13,0.000111289,1.45E-13
TRUE,DL-Erythrono-1_4-lactone;Erythrono-1_4-lactone,C4 H6 O4,Full match,No results,Partial match,Full match,118.02667,1.014,77764.7557,11,0,,Multiple matches found,Single match found,,55716.34866,21003.8394,32978.41853,61969.50506,13812.80036,62125.96194,43969.05671,14.61578619,26.5432947,17.22778593,18.61402861,17.38695934,18.76170477,5.546821672,1.267,0.478,0.75,1.409,0.314,1.413,0.377,0.592,1.112,0.248,1.115,1.57,2.95,0.658,2.958,1.879,0.419,1.884,0.223,1.003,4.498,0.34,-1.07,-0.41,0.5,-1.67,0.5,-1.41,-0.76,0.15,-2.01,0.16,0.65,1.56,-0.6,1.56,0.91,-1.26,0.91,-2.17,0,2.17,0.161856707,2.28E-05,0.230379952,0.003305484,5.05E-09,0.001796856,3.95E-06,0.007791735,0.754016278,5.34E-09,0.627681595,0.034260776,2.20E-07,0.022752226,1.48E-07,0.000268256,1.07E-05,0.000165451,5.42E-10,0.999989482,3.96E-10,0.336217366,7.27E-05,0.444238632,0.008694859,8.64E-09,0.006081665,1.54E-05,0.018762188,1,1.15E-08,1,0.07209659,1.02E-06,0.033883315,6.63E-07,0.001073026,1.73E-05,0.000678629,1.08E-09,1,8.01E-10
TRUE,DL-Malic acid,C4 H6 O5,Full match,Full match,Full match,Full match,134.02167,0.78,2603987.361,8,2,94.4,Multiple matches found,Single match found,,1262441.774,229899.4658,1533222.148,493775.3856,81441.42366,548128.2429,673693.1145,23.71205825,30.29193565,33.41419039,31.94731188,6.758092018,45.602681,2.260394352,1.874,0.341,2.276,0.733,0.121,0.814,0.182,1.214,0.391,0.065,0.434,6.669,2.148,0.354,2.384,0.322,0.053,0.358,0.165,1.11,6.73,0.91,-1.55,1.19,-0.45,-3.05,-0.3,-2.46,0.28,-1.35,-3.95,-1.2,2.74,1.1,-1.5,1.25,-1.63,-4.23,-1.48,-2.6,0.15,2.75,0.003337115,5.58E-06,3.92E-05,0.898177024,1.10E-10,0.801372512,8.27E-08,0.690151152,0.002813323,3.15E-11,0.00187218,5.50E-09,0.001015748,0.000714301,0.001526459,7.69E-05,4.49E-12,5.20E-05,2.88E-08,0.999996559,3.92E-08,0.009125218,1.94E-05,0.000156776,1,2.08E-10,1,4.26E-07,1,0.006842455,7.89E-11,0.00457644,3.37E-08,0.002841745,0.001183978,0.003888454,0.000341467,1.06E-11,0.000241935,4.92E-08,1,7.13E-08
FALSE,DL-Tryptophan,C11 H12 N2 O2,Full match,Full match,Full match,Full match,204.09013,2.005,661114.6583,34,2,92.6,Multiple matches found,No matches found,,631386.4945,464239.4129,661114.6583,512577.8528,73677.55265,353398.8048,516643.4305,13.04887998,9.044438658,10.89305813,13.60579121,18.06911821,12.83896899,4.30119745,1.222,0.899,1.28,0.992,0.143,0.684,0.735,1.047,0.812,0.117,0.56,1.424,1.104,0.159,0.761,0.775,0.111,0.535,0.144,0.689,4.797,0.29,-0.15,0.36,-0.01,-2.81,-0.55,-0.44,0.07,-0.3,-3.1,-0.84,0.51,0.14,-2.66,-0.39,-0.37,-3.17,-0.9,-2.8,-0.54,2.26,0.337259403,0.299958462,0.056181264,0.999921419,4.36E-14,0.000207468,0.023391555,0.982059148,0.725452996,4.50E-14,4.70E-05,0.003873288,0.399208804,6.58E-14,0.132652172,0.275380326,4.43E-14,8.43E-06,4.79E-14,0.001467377,4.52E-13,0.618308906,0.524115147,0.137331979,1,1.26E-13,0.00082307,0.052172869,1,1,1.77E-13,0.000135459,0.010188432,0.698270796,2.40E-13,0.254776394,0.622315906,1.43E-13,4.30E-05,1.55E-13,0.004357119,1.11E-12
FALSE,D-Tryptophan,C11 H12 N2 O2,Full match,No results,Partial match,Full match,204.0901,2.067,123918.287,34,0,,Multiple matches found,No matches found,,5430.279505,10170.83986,13506.19576,16718.99002,1912.84551,10423.57968,8075.225655,86.14546911,39.77594717,51.08029648,138.8005166,59.98653723,32.02976099,48.22543842,0.672,1.26,1.673,2.07,0.237,1.291,1.873,2.487,3.079,0.352,1.92,1.328,1.644,0.188,1.025,1.238,0.142,0.772,0.114,0.623,5.449,-0.57,0.33,0.74,1.05,-2.08,0.37,0.91,1.31,1.62,-1.51,0.94,0.41,0.72,-2.41,0.04,0.31,-2.82,-0.37,-3.13,-0.68,2.45,0.984990172,0.964913326,0.782155303,0.088724856,0.141257517,0.976782495,0.812430806,0.577596736,0.080389207,0.701768843,0.841386628,0.999554765,0.654005828,0.094076579,0.999999995,0.869623735,0.04112559,0.999020275,0.00259334,0.617149368,0.105750447,1,1,1,0.188345746,0.183786662,1,1,0.934972643,0.162118235,0.830455061,1,1,1,0.133920777,1,1,0.054834119,1,0.003596494,1,0.1413901
TRUE,Ethyl 4-[(3-nitropyridin-2-yl)amino]piperidine-1-carboxylate,C13 H18 N4 O4,Full match,Invalid mass,Not the top hit,No results,294.13164,1.711,666791.9015,2,59,,No matches found,No matches found,61.1,1096.053668,1316.917063,8487.54804,49432.92818,6777.699661,731832.0703,176973.4475,25.2492385,18.61856768,10.40431911,10.1189006,14.22204395,3.983228412,5.978020425,0.006,0.007,0.048,0.279,0.038,4.135,1.202,7.744,45.101,6.184,667.697,6.445,37.537,5.147,555.716,5.824,0.799,86.224,0.137,14.805,107.976,-7.34,-7.07,-4.38,-1.84,-4.71,2.05,0.26,2.95,5.5,2.63,9.38,2.69,5.23,2.36,9.12,2.54,-0.32,6.43,-2.87,3.89,6.75,4.36E-14,4.36E-14,4.36E-14,2.09E-11,4.36E-14,1.38E-12,0.07303474,6.61E-14,4.36E-14,3.31E-13,4.36E-14,6.38E-13,4.36E-14,1.09E-11,4.36E-14,9.71E-13,0.231270673,4.36E-14,1.03E-13,4.41E-14,4.36E-14,9.01E-13,5.44E-13,1.16E-12,2.89E-10,1.26E-13,2.89E-11,0.14978311,9.40E-13,7.96E-13,1.06E-12,5.57E-13,8.82E-12,9.17E-13,3.17E-11,4.88E-13,1.34E-11,0.293792666,1.61E-12,2.93E-13,9.51E-13,1.45E-13
TRUE,Ethyl(R)-3-hydroxyhexanoate,C8 H16 O3,Full match,Invalid mass,Partial match,Full match,160.1101,4.004,179887.6938,47,59,,Multiple matches found,Single match found,88.8,27748.20294,51147.6878,38580.9941,72888.14918,6259.123757,198514.0521,75527.43938,3.939948081,0.640121386,7.535949658,9.018148941,9.664171182,8.963746,5.640658891,0.367,0.677,0.511,0.965,0.083,2.628,1.843,1.39,2.627,0.226,7.154,0.754,1.425,0.122,3.881,1.889,0.162,5.145,0.086,2.724,31.716,-1.44,-0.56,-0.97,-0.05,-3.59,1.39,0.88,0.48,1.39,-2.15,2.84,-0.41,0.51,-3.03,1.96,0.92,-2.62,2.36,-3.54,1.45,4.99,4.90E-14,1.87E-07,2.53E-11,0.978063913,4.36E-14,5.43E-14,6.20E-09,4.24E-05,8.54E-13,4.36E-14,4.36E-14,0.002240431,2.46E-05,4.36E-14,4.47E-14,4.14E-09,4.36E-14,4.36E-14,4.36E-14,4.31E-13,4.36E-14,9.08E-13,8.16E-07,3.31E-10,1,1.26E-13,2.39E-12,3.85E-08,0.000133665,8.10E-12,1.77E-13,5.57E-13,0.006057926,8.17E-05,1.83E-13,4.88E-13,3.13E-08,1.43E-13,1.61E-12,1.51E-13,4.96E-12,1.45E-13
FALSE,gamma-Glutamyl-gamma-aminobutyraye,C9 H16 N2 O5,Full match,No results,Partial match,Full match,232.1062,0.726,103709.9571,7,0,,Multiple matches found,No matches found,,8857.648379,3700.66331,6661.774456,116215.549,2100.417802,3569.237638,21360.55737,13.11296104,26.9680999,20.67435973,14.16652478,10.4716476,12.85122253,5.428639792,0.415,0.173,0.312,5.441,0.098,0.167,0.418,0.752,13.12,0.237,0.403,1.8,31.404,0.568,0.964,17.445,0.315,0.536,0.018,0.031,1.699,-1.27,-2.53,-1.68,2.44,-3.35,-2.58,-1.26,-0.41,3.71,-2.08,-1.31,0.85,4.97,-0.82,-0.05,4.12,-1.67,-0.9,-5.79,-5.03,0.76,7.78E-09,1.70E-13,5.24E-10,1.40E-13,4.41E-14,1.31E-13,1.88E-05,0.797470058,4.50E-14,1.03E-09,1.06E-05,0.000413662,4.36E-14,0.000390677,0.999958052,4.41E-14,9.46E-09,0.000223842,4.36E-14,4.36E-14,0.000724855,5.02E-08,1.50E-12,4.70E-09,5.22E-12,1.26E-13,3.53E-12,6.86E-05,1,7.96E-13,2.32E-09,3.46E-05,0.001198875,9.17E-13,0.000654283,1,1.17E-12,1.82E-08,0.000902829,1.51E-13,9.51E-13,0.00106312
TRUE,Gluconic acid,C6 H12 O7,Full match,Full match,Full match,Full match,196.05853,0.58,724626.2118,6,5,89.2,Multiple matches found,No matches found,,677848.4195,297565.2154,611597.9788,827744.7435,64717.59279,668376.0108,546893.8791,12.5696669,11.64273263,10.50547261,11.36836237,0.664228614,11.92804771,7.117646186,1.239,0.544,1.118,1.514,0.118,1.222,0.439,0.902,1.221,0.095,0.986,2.055,2.782,0.217,2.246,1.353,0.106,1.093,0.078,0.807,10.328,0.31,-0.88,0.16,0.6,-3.08,0.29,-1.19,-0.15,0.29,-3.39,-0.02,1.04,1.48,-2.2,1.17,0.44,-3.24,0.13,-3.68,-0.31,3.37,0.112822077,6.86E-08,0.413859018,1.49E-05,4.36E-14,0.020671577,3.27E-08,0.994637145,0.048178324,4.36E-14,0.993355739,1.01E-07,1.95E-10,7.89E-14,1.06E-08,0.012134616,4.36E-14,0.844524515,4.36E-14,0.174124332,4.36E-14,0.241618962,3.13E-07,0.739143043,6.17E-05,1.26E-13,0.062143125,1.78E-07,1,0.101826676,1.77E-13,1,4.87E-07,1.43E-09,2.79E-13,5.52E-08,0.039953428,1.43E-13,1,1.51E-13,0.354101584,1.45E-13
TRUE,Glycerophosphoglycerol,C6 H15 O8 P,Full match,No results,No match,Full match,246.05067,0.825,350313.7971,1,0,,Single match found,No matches found,,76775.07881,27144.86271,190073.8493,75394.30398,19175.64598,348639.44,135862.8526,14.93726969,34.2688615,8.415687652,13.68695617,9.641877516,13.7734886,10.22294816,0.565,0.2,1.399,0.555,0.141,2.566,0.354,2.476,0.982,0.25,4.541,7.002,2.777,0.706,12.844,0.397,0.101,1.834,0.254,4.624,18.181,-0.82,-2.32,0.48,-0.85,-2.82,1.36,-1.5,1.31,-0.03,-2,2.18,2.81,1.47,-0.5,3.68,-1.33,-3.31,0.88,-1.98,2.21,4.18,0.000836505,8.47E-12,0.024314955,0.001767464,2.18E-13,2.09E-07,4.73E-07,1.22E-05,0.999964798,4.47E-09,3.69E-09,1.03E-11,2.87E-07,0.158570882,1.07E-13,2.14E-05,4.79E-13,0.004034611,2.94E-09,5.64E-09,4.96E-14,0.002612054,6.03E-11,0.063271172,0.005005939,4.98E-13,1.19E-06,2.04E-06,4.19E-05,1,9.66E-09,1.69E-08,1.10E-10,1.31E-06,0.219909189,9.56E-13,0.000100607,1.20E-12,0.013732126,5.51E-09,3.85E-08,1.49E-13
FALSE,Glycine anhydride,C4 H6 N2 O2,Full match,Full match,Not the top hit,Full match,114.04298,0.524,1702658.84,17,2,60.2,Multiple matches found,No matches found,,1237512.51,1000491.497,1665745.896,1343363.748,203516.6642,817015.194,1280605.662,2.970467754,14.21902569,1.500603775,6.101980252,16.00954972,8.462700114,6.231129395,0.966,0.781,1.301,1.049,0.159,0.638,0.808,1.346,1.086,0.164,0.66,1.665,1.343,0.203,0.817,0.806,0.122,0.49,0.151,0.608,4.014,-0.05,-0.36,0.38,0.07,-2.65,-0.65,-0.31,0.43,0.12,-2.6,-0.6,0.74,0.43,-2.3,-0.29,-0.31,-3.03,-1.03,-2.72,-0.72,2.01,0.989171491,0.000143728,0.002783961,0.979019353,4.36E-14,2.23E-07,0.007215117,0.005470153,0.86444376,4.43E-14,2.40E-05,7.08E-07,0.00041219,6.05E-14,0.196429199,0.082334493,4.36E-14,7.66E-09,4.39E-14,1.78E-06,2.67E-13,1,0.000414073,0.008637416,1,1.26E-13,1.25E-06,0.018283334,0.0135772,1,1.77E-13,7.27E-05,2.85E-06,0.001201808,2.24E-13,0.365660508,0.21310104,1.43E-13,5.79E-08,1.51E-13,8.52E-06,6.74E-13
FALSE,Gly-Glu,C7 H12 N2 O5,Full match,Invalid mass,Full match,No results,204.07483,0.537,246386.3451,8,6,,No matches found,No matches found,83.8,231953.524,113195.1192,239480.3503,135683.425,18195.43933,186070.9538,172705.8461,11.23447688,9.465382923,6.037650816,4.810705885,14.25588672,4.670753339,7.559787241,1.343,0.655,1.387,0.786,0.105,1.077,0.488,1.032,0.585,0.078,0.802,2.116,1.199,0.161,1.644,0.567,0.076,0.777,0.134,1.371,10.226,0.43,-0.61,0.47,-0.35,-3.25,0.11,-1.04,0.05,-0.77,-3.67,-0.32,1.08,0.26,-2.64,0.72,-0.82,-3.72,-0.36,-2.9,0.46,3.35,0.00020225,1.27E-06,0.000254141,0.010373609,4.36E-14,0.848125297,5.55E-09,0.999999967,2.27E-06,4.36E-14,0.025998921,6.34E-09,0.042925404,4.43E-14,3.66E-06,2.68E-06,4.36E-14,0.031001959,4.36E-14,0.005626178,4.36E-14,0.000694247,4.98E-06,0.000904442,0.026014647,1.26E-13,1,3.49E-08,1,7.63E-06,1.77E-13,0.054710772,3.79E-08,0.093585116,1.83E-13,1.42E-05,1.42E-05,1.43E-13,0.090939081,1.51E-13,0.01564983,1.45E-13
TRUE,Icariside F2,C18 H26 O10,Full match,No results,Full match,No results,402.15271,2.263,561244.0043,2,0,,No matches found,No matches found,,210822.4921,109698.7385,462439.0937,203674.5629,101481.7744,472426.9885,346176.6873,13.2775497,10.63546669,15.79914942,16.5230087,20.31214205,27.37265298,4.710570033,0.609,0.317,1.336,0.588,0.293,1.365,0.52,2.193,0.966,0.481,2.241,4.216,1.857,0.925,4.307,0.44,0.219,1.022,0.498,2.32,4.655,-0.72,-1.66,0.42,-0.77,-1.77,0.45,-0.94,1.13,-0.05,-1.05,1.16,2.08,0.89,-0.11,2.11,-1.18,-2.19,0.03,-1.01,1.21,2.22,8.81E-05,3.60E-10,0.232833872,1.95E-05,8.64E-10,0.00624288,0.000315446,1.60E-05,0.997380753,0.000934679,8.74E-07,7.97E-10,0.001125251,0.998908544,1.03E-10,4.96E-06,1.65E-09,0.78379227,0.003353656,3.00E-07,2.01E-10,0.000320738,2.29E-09,0.445421321,7.55E-05,1.54E-09,0.020278886,0.000954225,5.33E-05,1,0.001454613,3.11E-06,5.68E-09,0.00309444,1,7.21E-10,2.55E-05,3.33E-09,1,0.004624414,1.55E-06,4.17E-10
TRUE,Indole-3-acetyl-beta-1-D-glucoside,C16 H19 N O7,Full match,No results,Partial match,Full match,337.11657,3.054,136996.9988,6,0,,Multiple matches found,No matches found,,50254.94989,22296.97957,129639.3577,150192.3302,7077.414497,66386.94061,84967.78461,11.17026987,4.487151929,11.26784767,20.76900505,17.12018231,21.69531374,12.04051949,0.591,0.262,1.526,1.768,0.083,0.781,0.444,2.58,2.989,0.141,1.321,5.814,6.736,0.317,2.977,1.159,0.055,0.512,0.047,0.442,9.38,-0.76,-1.93,0.61,0.82,-3.59,-0.36,-1.17,1.37,1.58,-2.83,0.4,2.54,2.75,-1.66,1.57,0.21,-4.2,-0.97,-4.41,-1.18,3.23,0.001562659,1.98E-10,0.000771219,0.000542945,4.47E-14,0.089822271,1.57E-05,1.54E-06,1.20E-06,5.30E-12,0.747848021,2.52E-11,2.15E-11,1.35E-07,7.59E-07,0.999999599,4.56E-14,3.41E-05,4.54E-14,2.61E-05,9.42E-13,0.004583798,1.31E-09,0.002539252,0.001717551,1.26E-13,0.226426976,5.77E-05,6.10E-06,4.16E-06,1.42E-11,1,2.34E-10,1.89E-10,2.84E-07,3.17E-06,1,1.43E-13,0.000161685,1.51E-13,9.88E-05,2.22E-12
