Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: 2,Group Area: 3,Group Area: 4,Group Area: 5,Group Area: 6,Group Area: 1,Group Area: Pool,Group CV [%]: 2,Group CV [%]: 3,Group CV [%]: 4,Group CV [%]: 5,Group CV [%]: 6,Group CV [%]: 1,Group CV [%]: Pool,Ratio: (1) / (Pool),Ratio: (2) / (Pool),Ratio: (3) / (Pool),Ratio: (4) / (Pool),Ratio: (5) / (Pool),Ratio: (6) / (Pool),Ratio: (3) / (2),Ratio: (4) / (2),Ratio: (5) / (2),Ratio: (6) / (2),Ratio: (1) / (2),Ratio: (4) / (3),Ratio: (5) / (3),Ratio: (6) / (3),Ratio: (1) / (3),Ratio: (5) / (4),Ratio: (6) / (4),Ratio: (1) / (4),Ratio: (6) / (5),Ratio: (1) / (5),Ratio: (1) / (6),Log2 Fold Change: (1) / (Pool),Log2 Fold Change: (2) / (Pool),Log2 Fold Change: (3) / (Pool),Log2 Fold Change: (4) / (Pool),Log2 Fold Change: (5) / (Pool),Log2 Fold Change: (6) / (Pool),Log2 Fold Change: (3) / (2),Log2 Fold Change: (4) / (2),Log2 Fold Change: (5) / (2),Log2 Fold Change: (6) / (2),Log2 Fold Change: (1) / (2),Log2 Fold Change: (4) / (3),Log2 Fold Change: (5) / (3),Log2 Fold Change: (6) / (3),Log2 Fold Change: (1) / (3),Log2 Fold Change: (5) / (4),Log2 Fold Change: (6) / (4),Log2 Fold Change: (1) / (4),Log2 Fold Change: (6) / (5),Log2 Fold Change: (1) / (5),Log2 Fold Change: (1) / (6),P-value: (1) / (Pool),P-value: (2) / (Pool),P-value: (3) / (Pool),P-value: (4) / (Pool),P-value: (5) / (Pool),P-value: (6) / (Pool),P-value: (3) / (2),P-value: (4) / (2),P-value: (5) / (2),P-value: (6) / (2),P-value: (1) / (2),P-value: (4) / (3),P-value: (5) / (3),P-value: (6) / (3),P-value: (1) / (3),P-value: (5) / (4),P-value: (6) / (4),P-value: (1) / (4),P-value: (6) / (5),P-value: (1) / (5),P-value: (1) / (6),Adj. P-value: (1) / (Pool),Adj. P-value: (2) / (Pool),Adj. P-value: (3) / (Pool),Adj. P-value: (4) / (Pool),Adj. P-value: (5) / (Pool),Adj. P-value: (6) / (Pool),Adj. P-value: (3) / (2),Adj. P-value: (4) / (2),Adj. P-value: (5) / (2),Adj. P-value: (6) / (2),Adj. P-value: (1) / (2),Adj. P-value: (4) / (3),Adj. P-value: (5) / (3),Adj. P-value: (6) / (3),Adj. P-value: (1) / (3),Adj. P-value: (5) / (4),Adj. P-value: (6) / (4),Adj. P-value: (1) / (4),Adj. P-value: (6) / (5),Adj. P-value: (1) / (5),Adj. P-value: (1) / (6)
FALSE,D-Apiitol,C5 H12 O4,Full match,Invalid mass,Partial match,Full match,,136.07378,0.621,117317.8282,10,49,,Single match found,Single match found,94,24000.02305,22323.9727,157720.254,4011.479244,135975.5941,24169.50209,67125.04877,7.275818798,2.115858606,10.8671888,9.234810732,11.67242933,5.176969071,5.829736011,0.36,0.358,0.333,2.35,0.06,2.026,0.93,6.572,0.167,5.666,1.007,7.065,0.18,6.091,1.083,0.025,0.862,0.153,33.897,6.025,0.178,-1.47,-1.48,-1.59,1.23,-4.06,1.02,-0.1,2.72,-2.58,2.5,0.01,2.82,-2.48,2.61,0.11,-5.3,-0.21,-2.71,5.08,2.59,-2.49,1.13E-10,1.83E-10,4.70E-11,5.24E-10,2.26E-14,5.41E-08,0.769179307,4.30E-14,1.15E-13,4.12E-13,0.998781843,2.93E-14,3.01E-13,1.54E-13,0.954244854,2.26E-14,0.019864957,3.65E-14,2.26E-14,1.57E-13,2.96E-13,1.73E-09,1.43E-09,1.03E-09,7.67E-09,7.98E-14,5.67E-07,1,7.93E-13,4.56E-13,4.50E-12,1,1.16E-12,8.46E-13,4.85E-12,1,8.69E-14,0.056231492,8.88E-13,8.46E-14,5.65E-13,5.02E-12
FALSE,5-Methyl-3-pyrazolamine,C4 H7 N3,Full match,No results,Full match,No results,,97.06407,9.913,28561.33323,3,0,,No matches found,No matches found,,12897.80577,15134.36694,18616.24397,11006.73716,8997.220703,22347.52014,12702.56952,69.6621431,28.92857693,65.8281432,39.74821748,32.75007366,49.17053464,69.80298862,1.759,1.015,1.191,1.466,0.866,0.708,1.173,1.443,0.853,0.698,1.733,1.23,0.727,0.594,1.477,0.591,0.483,1.2,0.817,2.03,2.484,0.81,0.02,0.25,0.55,-0.21,-0.5,0.23,0.53,-0.23,-0.52,0.79,0.3,-0.46,-0.75,0.56,-0.76,-1.05,0.26,-0.29,1.02,1.31,1,0.999980692,0.999988435,0.999997667,0.841746288,0.901816969,1,0.999999992,0.957095393,0.979145371,0.999985329,0.999999999,0.953360113,0.976867379,0.999990917,0.942613915,0.970095506,0.999997927,0.999999334,0.892490055,0.935283859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FALSE,L-gamma-Glutamyl-L-hypoglycin,C12 H18 N2 O5,No results,No results,Not the top hit,Full match,,270.12253,9.913,30633.12554,7,0,,Single match found,No matches found,,11657.14337,17452.6482,9090.465043,2461.195421,9367.27481,20319.91154,19291.17077,125.7671075,58.77770914,94.81302062,93.3875377,51.91611997,84.98318631,51.85008417,1.053,0.604,0.905,0.471,0.128,0.486,1.497,0.78,0.211,0.804,1.743,0.521,0.141,0.537,1.164,0.271,1.03,2.235,3.806,8.256,2.169,0.07,-0.73,-0.14,-1.09,-2.97,-1.04,0.58,-0.36,-2.24,-0.32,0.8,-0.94,-2.83,-0.9,0.22,-1.88,0.04,1.16,1.93,3.05,1.12,1,0.911400349,0.999976399,0.996197072,0.556494877,0.971483258,0.982943257,0.998847077,0.99513079,0.999985838,0.938157175,0.999899581,0.790749735,0.997041695,0.999974671,0.920510537,0.999970017,0.997241015,0.976257322,0.653270652,0.980299329,1,1,1,1,0.794992681,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.958847184,1
FALSE,2-(Hexyloxy)adenosine,C16 H25 N5 O5,Full match,No results,Full match,No results,,367.18435,3.829,316934.9901,1,0,,No matches found,No matches found,,3900.448094,33520.76184,462273.2246,139702.9236,165894.766,19781.43998,122035.3123,2.719037415,0.145878758,3.581724013,4.154712271,0.697582633,4.095318822,6.232629389,0.162,0.032,0.275,3.788,1.145,1.359,8.594,118.518,35.817,42.532,5.072,13.791,4.168,4.949,0.59,0.302,0.359,0.043,1.187,0.142,0.119,-2.63,-4.97,-1.86,1.92,0.2,0.44,3.1,6.89,5.16,5.41,2.34,3.79,2.06,2.31,-0.76,-1.73,-1.48,-4.55,0.25,-2.82,-3.07,2.26E-14,2.26E-14,2.28E-14,2.28E-14,0.041289341,1.54E-06,2.26E-14,2.26E-14,2.26E-14,2.26E-14,2.26E-14,2.26E-14,2.28E-14,2.26E-14,7.71E-10,2.32E-14,2.73E-14,2.26E-14,0.001555951,2.26E-14,2.26E-14,8.70E-13,5.01E-13,1.34E-12,2.28E-12,0.070574432,1.23E-05,5.35E-13,5.23E-13,1.28E-13,3.88E-13,1.48E-12,1.14E-12,8.76E-14,1.19E-12,5.73E-09,8.69E-14,9.65E-13,7.60E-13,0.002860598,1.15E-13,6.52E-13
FALSE,2-Aminoacetophenone;O-Acetylaniline,C8 H9 N O,Full match,Invalid mass,Partial match,Full match,,135.06842,0.605,75303.64657,35,48,,Multiple matches found,Single match found,95.7,10067.91669,75144.05068,60764.03157,3650.50628,13728.04397,19706.06119,35451.17128,7.570164757,4.713133983,6.415031242,9.481457067,11.01851176,2.92070155,5.557872852,0.556,0.284,2.12,1.714,0.103,0.387,7.464,6.035,0.363,1.364,1.957,0.809,0.049,0.183,0.262,0.06,0.226,0.324,3.761,5.398,1.435,-0.85,-1.82,1.08,0.78,-3.28,-1.37,2.9,2.59,-1.46,0.45,0.97,-0.31,-4.36,-2.45,-1.93,-4.06,-2.15,-1.62,1.91,2.43,0.52,1.03E-07,1.26E-12,2.02E-09,1.61E-07,2.28E-14,4.12E-11,2.35E-14,2.83E-14,9.78E-11,0.003763528,6.28E-08,0.045049096,2.26E-14,3.73E-14,2.49E-12,2.26E-14,2.32E-13,2.31E-11,3.73E-12,4.65E-14,6.18E-05,7.35E-07,1.63E-11,2.60E-08,1.19E-06,7.98E-14,1.05E-09,5.35E-13,5.61E-13,2.64E-10,0.009152215,3.08E-07,0.11699644,8.76E-14,1.49E-12,3.86E-11,8.69E-14,5.78E-12,1.92E-10,9.59E-12,1.88E-13,0.000214114
FALSE,"2,4-Dimethylstyrene",C10 H12,Full match,Invalid mass,Partial match,Full match,,132.0941,4.965,173598.5471,26,68,,No matches found,Multiple matches found,88.8,1374.57188,4615.995062,235435.1064,4707.822158,18713.83028,19512.92273,45522.27607,4.365994643,12.87787145,25.83325166,5.578889417,6.562006145,4.527920895,6.503377423,0.429,0.03,0.101,5.172,0.103,0.411,3.358,171.279,3.425,13.614,14.196,51.004,1.02,4.054,4.227,0.02,0.079,0.083,3.975,4.145,1.043,-1.22,-5.05,-3.3,2.37,-3.27,-1.28,1.75,7.42,1.78,3.77,3.83,5.67,0.03,2.02,2.08,-5.64,-3.65,-3.59,1.99,2.05,0.06,3.88E-07,2.29E-14,3.57E-13,8.18E-11,2.12E-13,3.47E-07,7.23E-09,2.26E-14,1.54E-08,1.28E-13,1.22E-13,2.30E-14,0.991972322,3.81E-09,3.53E-09,2.29E-14,5.68E-13,5.97E-13,1.87E-09,1.74E-09,0.999999982,2.54E-06,5.01E-13,1.47E-11,1.57E-09,5.84E-13,3.12E-06,3.63E-08,5.23E-13,3.54E-08,1.56E-12,3.85E-12,1.14E-12,1,4.43E-08,2.17E-08,8.69E-14,1.32E-11,8.83E-12,4.04E-09,4.06E-09,1
FALSE,ENMD-1068,C15 H29 N3 O2,Full match,No results,Full match,No results,,283.22591,2.186,131657.2276,1,0,,No matches found,No matches found,,27268.3756,53312.16115,23724.76301,7506.162264,185164.953,19175.20846,54404.85387,4.378191794,6.820054169,4.013959439,4.152895277,4.970963561,22.52412428,6.837513734,0.352,0.501,0.98,0.436,0.138,3.403,1.955,0.87,0.275,6.79,0.703,0.445,0.141,3.473,0.36,0.316,7.805,0.808,24.668,2.555,0.104,-1.5,-1,-0.03,-1.2,-2.86,1.77,0.97,-0.2,-1.86,2.76,-0.51,-1.17,-2.83,1.8,-1.48,-1.66,2.96,-0.31,4.62,1.35,-3.27,5.30E-10,6.20E-07,0.999997432,3.96E-08,1.59E-13,3.80E-10,3.52E-06,0.511329065,8.58E-10,2.06E-12,0.000791764,2.36E-07,1.25E-12,1.83E-09,3.44E-09,6.14E-09,5.68E-13,0.031642585,2.30E-14,4.94E-07,5.80E-14,7.02E-09,2.57E-06,1,3.26E-07,4.39E-13,6.56E-09,1.21E-05,0.812960028,2.15E-09,1.93E-11,0.00200357,1.78E-06,3.37E-12,2.39E-08,2.14E-08,1.28E-08,1.32E-11,0.080998962,8.46E-14,1.03E-06,1.27E-12
FALSE,Disperse red 17,C17 H20 N4 O4,No match,Invalid mass,No results,No results,,344.14473,3.146,60356.78331,0,1,81.4,No matches found,No matches found,,17392.10041,27583.7807,88034.85168,5277.9684,69385.64101,18251.12415,29427.50379,10.95007698,6.893806563,5.073094263,19.85329628,8.567155447,8.001027912,2.480170256,0.62,0.591,0.937,2.992,0.179,2.358,1.586,5.062,0.303,3.989,1.049,3.192,0.191,2.515,0.662,0.06,0.788,0.207,13.146,3.458,0.263,-0.69,-0.76,-0.09,1.58,-2.48,1.24,0.67,2.34,-1.72,2,0.07,1.67,-2.39,1.33,-0.6,-4.06,-0.34,-2.27,3.72,1.79,-1.93,0.000139935,1.62E-05,0.98274187,1.35E-09,7.22E-13,3.49E-08,0.000225599,1.51E-11,9.08E-10,1.11E-10,0.912459744,3.37E-09,6.61E-12,6.95E-08,0.001871855,2.33E-14,0.17177344,3.27E-11,2.44E-14,3.02E-10,3.07E-10,0.000582607,5.59E-05,1,1.71E-08,1.87E-12,3.84E-07,0.000585902,1.57E-10,2.26E-09,7.54E-10,1,3.61E-08,1.65E-11,5.81E-07,0.004600404,8.69E-14,0.419629181,2.61E-10,8.46E-14,7.41E-10,2.76E-09
FALSE,Indoprofen,C17 H15 N O3,Full match,Invalid mass,Full match,No results,,281.10506,3.176,219800.3206,19,40,,No matches found,No matches found,90,14814.25816,49423.66962,47817.62072,9709.854134,303173.6875,16673.06492,71051.73596,10.56617469,5.119071339,21.18406134,9.39526476,4.69373162,4.317854756,8.177931977,0.235,0.208,0.696,0.673,0.137,4.267,3.336,3.228,0.655,20.465,1.125,0.968,0.196,6.134,0.337,0.203,6.34,0.349,31.223,1.717,0.055,-2.09,-2.26,-0.52,-0.57,-2.87,2.09,1.74,1.69,-0.61,4.36,0.17,-0.05,-2.35,2.62,-1.57,-2.3,2.66,-1.52,4.96,0.78,-4.18,5.95E-11,3.78E-11,0.005791769,0.000142296,4.10E-13,3.58E-11,1.18E-08,9.38E-08,0.000283088,2.38E-14,0.997894738,0.597910241,3.66E-11,9.38E-12,2.15E-08,1.52E-10,3.03E-12,1.86E-07,2.29E-14,0.000108226,2.41E-14,1.01E-09,3.40E-10,0.01468529,0.000583358,1.08E-12,1.01E-09,5.67E-08,4.87E-07,0.000507378,3.88E-13,1,1,8.59E-11,2.14E-10,1.15E-07,3.35E-10,5.70E-11,8.54E-07,8.46E-14,0.00021209,6.52E-13
FALSE,MFCD00037215,C8 H14 N2 O5,Full match,No results,Full match,No results,,218.09038,0.688,845792.0072,5,0,,No matches found,No matches found,,6013.482146,34997.87168,1278758.181,31607.93749,203105.8689,15978.99677,283040.8928,66.30410601,33.31320886,2.077956437,8.6791804,8.869281164,14.03126446,1.713233264,0.056,0.021,0.124,4.518,0.112,0.718,5.82,212.649,5.256,33.775,2.657,36.538,0.903,5.803,0.457,0.025,0.159,0.012,6.426,0.506,0.079,-4.15,-5.56,-3.02,2.18,-3.16,-0.48,2.54,7.73,2.39,5.08,1.41,5.19,-0.15,2.54,-1.13,-5.34,-2.65,-6.32,2.68,-0.98,-3.67,1.50E-07,6.60E-10,5.35E-06,0.000864461,8.52E-06,0.860805403,0.0001034,3.90E-11,6.51E-05,1.23E-08,0.007220211,2.45E-08,0.999962599,0.000156928,0.326999361,3.34E-08,0.000307352,2.11E-09,0.000253303,0.220543171,3.72E-06,1.03E-06,4.77E-09,2.82E-05,0.003124909,1.57E-05,1,0.000280098,3.63E-10,0.000120468,6.68E-08,0.015734472,2.14E-07,1,0.000655911,0.531746682,6.76E-08,0.001081798,1.24E-08,0.00046973,0.373979703,1.56E-05
FALSE,Ethyl cinnamate,C11 H12 O2,Full match,Invalid mass,Full match,No results,,176.08403,1.71,83524.29253,53,27,,No matches found,No matches found,85.4,8595.762857,83524.29253,19537.70196,862.0340859,109733.7083,15467.10805,41309.98234,5.652167544,3.756961943,8.116624717,45.63939848,4.714587559,6.742134653,8.045730497,0.374,0.208,2.022,0.473,0.021,2.656,9.717,2.273,0.1,12.766,1.799,0.234,0.01,1.314,0.185,0.044,5.617,0.792,127.296,17.943,0.141,-1.42,-2.26,1.02,-1.08,-5.58,1.41,3.28,1.18,-3.32,3.67,0.85,-2.1,-6.6,0.39,-2.43,-4.5,2.49,-0.34,6.99,4.17,-2.83,4.12E-06,5.58E-09,0.000725357,6.12E-05,2.79E-14,1.10E-05,1.67E-10,0.000268507,6.14E-10,2.99E-11,0.004480213,1.11E-07,2.45E-14,0.381224779,1.86E-08,5.47E-12,8.89E-09,0.756003526,2.34E-14,1.42E-11,1.86E-09,2.22E-05,3.26E-08,0.00222914,0.000268288,8.59E-14,6.79E-05,1.18E-09,0.000800286,1.56E-09,2.27E-10,0.010071067,8.74E-07,8.76E-14,0.705727531,1.01E-07,1.36E-11,6.60E-08,1,8.46E-14,4.09E-11,1.50E-08
FALSE,HEDTA,C10 H18 N2 O7,Full match,No results,Full match,No results,,278.11106,0.554,71920.62507,1,0,,No matches found,No matches found,,26829.75369,69396.9623,23285.63649,10636.42426,85406.44187,15398.21011,41576.62875,5.231934048,4.499070976,3.918532226,5.996278972,4.71204543,8.841139568,8.562827313,0.37,0.645,1.669,0.56,0.256,2.054,2.587,0.868,0.396,3.183,0.574,0.336,0.153,1.231,0.222,0.457,3.668,0.661,8.03,1.448,0.18,-1.43,-0.63,0.74,-0.84,-1.97,1.04,1.37,-0.2,-1.33,1.67,-0.8,-1.58,-2.71,0.3,-2.17,-1.13,1.87,-0.6,3.01,0.53,-2.47,5.30E-12,1.22E-06,2.73E-07,2.67E-08,7.04E-14,2.42E-09,1.06E-10,0.18530544,1.79E-10,7.92E-12,9.40E-08,1.51E-11,2.35E-14,0.03072793,5.58E-14,2.36E-09,1.43E-12,3.58E-06,2.30E-14,0.000392305,2.50E-14,1.29E-10,4.84E-06,1.89E-06,2.34E-07,1.99E-13,3.28E-08,8.05E-10,0.335493775,4.73E-10,6.57E-11,4.47E-07,2.94E-10,8.76E-14,0.075410287,1.46E-12,4.97E-09,2.89E-11,1.42E-05,8.46E-14,0.000756337,6.52E-13
FALSE,3-Bromopropyne,C3 H3 Br,No results,No results,Full match,No results,,117.94209,9.921,23577.89923,1,0,,No matches found,No matches found,,11739.84721,16496.59073,16056.7502,7116.255927,7935.13018,14366.522,16078.78977,84.47364584,31.47633483,57.77925292,26.47057292,18.9551923,47.40084404,33.280143,0.894,0.73,1.026,0.999,0.443,0.494,1.405,1.368,0.606,0.676,1.224,0.973,0.431,0.481,0.871,0.443,0.494,0.895,1.115,2.019,1.81,-0.16,-0.45,0.04,0,-1.18,-1.02,0.49,0.45,-0.72,-0.57,0.29,-0.04,-1.21,-1.06,-0.2,-1.17,-1.02,-0.16,0.16,1.01,0.86,0.99999038,0.976095905,0.999999795,0.999743725,0.695120618,0.650496648,0.993350946,0.999379046,0.36252486,0.329829769,0.996963415,0.999983338,0.734242209,0.695494102,0.999999941,0.600689533,0.560128738,0.999999098,0.999999988,0.683559901,0.643461783,1,1,1,1,0.949909401,1,1,1,0.475369608,0.537165682,1,1,0.99339037,1,1,0.869538081,1,1,1,0.988390668,1
FALSE,D-Tryptophan,C11 H12 N2 O2,Full match,No results,Partial match,Full match,,204.09007,2.098,97846.90529,34,0,,Multiple matches found,No matches found,,10825.04026,9685.403793,11082.14444,1088.835074,12268.43808,13855.53602,7964.607319,16.56460883,15.81463695,63.20330856,32.38372899,56.07500897,144.5011243,71.06991606,1.74,1.359,1.216,1.391,0.137,1.54,0.895,1.024,0.101,1.133,1.28,1.144,0.112,1.267,1.431,0.098,1.107,1.25,11.267,12.725,1.129,0.8,0.44,0.28,0.48,-2.87,0.62,-0.16,0.03,-3.31,0.18,0.36,0.19,-3.15,0.34,0.52,-3.35,0.15,0.32,3.49,3.67,0.18,0.494288255,0.91267503,0.890775989,0.984167707,0.791539475,0.969333443,0.999999996,0.999906379,0.319814435,0.999990729,0.989361899,0.999752931,0.295018601,0.999962077,0.993038947,0.478185035,0.999999881,0.940326783,0.423052691,0.099623324,0.962643892,1,1,1,1,1,1,1,1,0.425094963,1,1,1,0.458156608,1,1,0.718620769,1,1,0.695340061,0.173893894,1
FALSE,Cannabidiolicacid,C22 H30 O4,Full match,Not the top hit,Partial match,Full match,,358.21427,6.091,314699.8303,21,6,,Single match found,No matches found,80.2,188924.8411,235011.6409,119801.9676,11564.65499,455695.5344,12415.4024,174525.8499,6.846799522,2.953592374,7.495571926,3.428486989,7.699678709,8.209183779,4.995884802,0.071,1.083,1.347,0.686,0.066,2.611,1.244,0.634,0.061,2.412,0.066,0.51,0.049,1.939,0.053,0.097,3.804,0.104,39.404,1.074,0.027,-3.81,0.11,0.43,-0.54,-3.92,1.38,0.31,-0.66,-4.03,1.27,-3.93,-0.97,-4.34,0.96,-4.24,-3.37,1.93,-3.27,5.3,0.1,-5.2,2.26E-14,0.775024074,0.000277135,5.71E-06,2.26E-14,1.38E-11,0.011252357,3.05E-06,2.26E-14,1.96E-10,2.26E-14,1.37E-08,2.26E-14,1.34E-08,2.26E-14,2.26E-14,4.10E-13,2.28E-14,2.26E-14,0.662512243,2.26E-14,8.70E-13,1,0.000938401,2.89E-05,7.98E-14,5.26E-10,0.023515669,1.28E-05,1.28E-13,1.29E-09,1.48E-12,1.26E-07,8.76E-14,1.31E-07,9.63E-13,8.69E-14,9.97E-12,7.60E-13,8.46E-14,0.969751163,6.52E-13
FALSE,Methyl fluorosulfonate,C H3 F O3 S,No results,No results,Full match,No results,,113.97895,0.042,116284.092,1,0,,No matches found,No matches found,,25029.80641,11055.86818,15845.55516,16551.00365,1750.086017,12174.49948,18687.34629,131.0592177,3.862648006,12.7382405,9.452273528,149.3495462,83.40446248,87.64251124,0.651,1.339,0.592,0.848,0.886,0.094,0.442,0.633,0.661,0.07,0.486,1.433,1.497,0.158,1.101,1.045,0.11,0.768,0.106,0.736,6.957,-0.62,0.42,-0.76,-0.24,-0.18,-3.42,-1.18,-0.66,-0.6,-3.84,-1.04,0.52,0.58,-2.66,0.14,0.06,-3.18,-0.38,-3.24,-0.44,2.8,0.999999995,0.380844434,0.988628972,0.934257287,0.92193877,0.985881061,0.861436186,0.953777727,0.961583244,0.194239864,0.53420754,0.999937397,0.999870787,0.828862884,0.995972155,1,0.67474826,0.969843783,0.652467145,0.963195084,0.988282642,1,0.628863495,1,1,1,1,1,1,1,0.339048376,0.820089049,1,1,1,1,1,1,1,1,1,1
FALSE,"7-(3-(Benzylamino)propyl)-3,7-dihydro-1,3-dimethyl-1H-purine-2,6-dione",C17 H21 N5 O2,Full match,No results,Full match,No results,,327.16805,0.771,272449.8827,1,0,,No matches found,No matches found,,3234.602556,50821.86809,11150.63005,537.152302,32208.78416,12132.20157,319085.6121,58.85703731,46.27678906,24.73520812,28.91379392,141.4451616,46.00726047,76.00296179,0.038,0.01,0.159,0.035,0.002,0.101,15.712,3.447,0.166,9.958,3.751,0.219,0.011,0.634,0.239,0.048,2.889,1.088,59.962,22.586,0.377,-4.72,-6.62,-2.65,-4.84,-9.21,-3.31,3.97,1.79,-2.59,3.32,1.91,-2.19,-6.56,-0.66,-2.07,-4.38,1.53,0.12,5.91,4.5,-1.41,0.018118578,0.000240597,0.69444249,0.017014016,8.46E-06,0.93740316,0.012689731,0.463089963,0.597543816,0.004858443,0.447130373,0.40596854,0.000430888,0.998679402,0.421220495,0.024481944,0.198748751,1,0.000175484,0.02315149,0.20813891,0.054153292,0.000701469,1,0.049470101,1.56E-05,1,0.026111562,0.747219591,0.739158246,0.011629831,0.703572793,0.782678086,0.00078947,1,0.664758009,0.042663974,0.474690098,1,0.000325985,0.04135575,0.43160588
FALSE,N-.alpha.-t-Boc-L-histidine,C11 H17 N3 O4,Full match,Invalid mass,Full match,No results,,255.12181,0.796,153386.1981,5,1,,No matches found,No matches found,60.4,2303.516194,152152.1858,22137.03177,854.0958746,33871.19273,11162.38469,21704.12201,10.59930447,9.15382446,19.10710804,6.1337078,6.502296115,5.368385642,7.806557873,0.514,0.106,7.01,1.02,0.039,1.561,66.052,9.61,0.371,14.704,4.846,0.145,0.006,0.223,0.073,0.039,1.53,0.504,39.657,13.069,0.33,-0.96,-3.24,2.81,0.03,-4.67,0.64,6.05,3.26,-1.43,3.88,2.28,-2.78,-7.48,-2.17,-3.77,-4.7,0.61,-0.99,5.31,3.71,-1.6,2.72E-06,4.59E-14,4.42E-13,0.996084305,2.28E-14,0.000112375,2.26E-14,4.04E-13,1.64E-08,2.56E-14,5.88E-11,1.95E-12,2.26E-14,1.85E-10,3.04E-14,2.30E-14,0.000149456,2.80E-05,2.28E-14,2.89E-14,5.21E-09,1.53E-05,7.11E-13,1.69E-11,1,7.98E-14,0.000561876,5.35E-13,6.14E-12,3.75E-08,3.89E-13,6.38E-10,4.97E-11,8.76E-14,3.14E-09,1.05E-12,8.69E-14,0.000545796,0.000102861,8.46E-14,1.29E-13,3.80E-08
FALSE,Caprolactam,C6 H11 N O,Full match,Full match,Partial match,Full match,,113.08425,2.138,319852.8875,30,1,94.3,No matches found,Multiple matches found,,33050.78098,109931.2817,263317.0271,31686.95392,441994.9275,10828.1571,166857.0183,6.941606228,4.500736718,5.404651848,2.685482424,6.026593479,8.462270047,7.523002266,0.065,0.198,0.659,1.578,0.19,2.649,3.326,7.967,0.959,13.373,0.328,2.395,0.288,4.021,0.098,0.12,1.679,0.041,13.949,0.342,0.024,-3.95,-2.34,-0.6,0.66,-2.4,1.41,1.73,2.99,-0.06,3.74,-1.61,1.26,-1.79,2.01,-3.34,-3.05,0.75,-4.6,3.8,-1.55,-5.35,2.26E-14,2.32E-14,4.50E-07,4.25E-06,2.32E-14,1.30E-11,1.58E-12,2.29E-14,0.999999652,2.26E-14,1.12E-11,2.82E-10,1.46E-12,1.37E-13,2.28E-14,2.29E-14,1.79E-07,2.26E-14,2.26E-14,1.21E-11,2.26E-14,8.70E-13,5.01E-13,2.99E-06,2.24E-05,7.98E-14,5.17E-10,1.75E-11,5.23E-13,1,3.88E-13,1.64E-10,3.68E-09,3.91E-12,4.43E-12,9.63E-13,8.69E-14,1.02E-06,7.60E-13,8.46E-14,3.54E-11,6.52E-13
FALSE,5-Nitrothiophen-2-carbaldehyd,C5 H3 N O3 S,No results,Invalid mass,Full match,No results,,156.98389,0.386,328269.7928,1,1,,No matches found,No matches found,62,138.6074305,63.95502367,96.84981063,409900.1189,1115.502325,9357.032961,2173.214178,116.2282929,3.298480708,39.05919727,44.78545562,11.62753313,37.74999074,66.76031468,4.306,0.064,0.029,0.045,188.615,0.513,0.461,0.699,2957.274,8.048,67.507,1.514,6409.193,17.442,146.306,4232.328,11.518,96.614,0.003,0.023,8.388,2.11,-3.97,-5.09,-4.49,7.56,-0.96,-1.12,-0.52,11.53,3.01,6.08,0.6,12.65,4.12,7.19,12.05,3.53,6.59,-8.52,-5.45,3.07,0.031079188,0.171817261,0.002101671,0.015764635,1.64E-06,0.999934943,0.411529054,0.901184886,2.27E-07,0.386390952,0.000636127,0.963932291,1.76E-08,0.009779141,1.62E-05,5.21E-08,0.057759199,7.74E-05,4.77E-06,0.002170901,0.039241204,0.090366118,0.312660662,0.005810822,0.046231043,3.12E-06,1,0.627808823,1,4.90E-07,0.609791031,0.001628362,1,3.64E-08,0.026093968,5.53E-05,1.04E-07,0.154893089,0.000277074,9.05E-06,0.004060952,0.094143695
