Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: 2,Group Area: 3,Group Area: 4,Group Area: 5,Group Area: 6,Group Area: 1,Group Area: Pool,Group CV [%]: 2,Group CV [%]: 3,Group CV [%]: 4,Group CV [%]: 5,Group CV [%]: 6,Group CV [%]: 1,Group CV [%]: Pool,Ratio: (1) / (Pool),Ratio: (2) / (Pool),Ratio: (3) / (Pool),Ratio: (4) / (Pool),Ratio: (5) / (Pool),Ratio: (6) / (Pool),Ratio: (3) / (2),Ratio: (4) / (2),Ratio: (5) / (2),Ratio: (6) / (2),Ratio: (1) / (2),Ratio: (4) / (3),Ratio: (5) / (3),Ratio: (6) / (3),Ratio: (1) / (3),Ratio: (5) / (4),Ratio: (6) / (4),Ratio: (1) / (4),Ratio: (6) / (5),Ratio: (1) / (5),Ratio: (1) / (6),Log2 Fold Change: (1) / (Pool),Log2 Fold Change: (2) / (Pool),Log2 Fold Change: (3) / (Pool),Log2 Fold Change: (4) / (Pool),Log2 Fold Change: (5) / (Pool),Log2 Fold Change: (6) / (Pool),Log2 Fold Change: (3) / (2),Log2 Fold Change: (4) / (2),Log2 Fold Change: (5) / (2),Log2 Fold Change: (6) / (2),Log2 Fold Change: (1) / (2),Log2 Fold Change: (4) / (3),Log2 Fold Change: (5) / (3),Log2 Fold Change: (6) / (3),Log2 Fold Change: (1) / (3),Log2 Fold Change: (5) / (4),Log2 Fold Change: (6) / (4),Log2 Fold Change: (1) / (4),Log2 Fold Change: (6) / (5),Log2 Fold Change: (1) / (5),Log2 Fold Change: (1) / (6),P-value: (1) / (Pool),P-value: (2) / (Pool),P-value: (3) / (Pool),P-value: (4) / (Pool),P-value: (5) / (Pool),P-value: (6) / (Pool),P-value: (3) / (2),P-value: (4) / (2),P-value: (5) / (2),P-value: (6) / (2),P-value: (1) / (2),P-value: (4) / (3),P-value: (5) / (3),P-value: (6) / (3),P-value: (1) / (3),P-value: (5) / (4),P-value: (6) / (4),P-value: (1) / (4),P-value: (6) / (5),P-value: (1) / (5),P-value: (1) / (6),Adj. P-value: (1) / (Pool),Adj. P-value: (2) / (Pool),Adj. P-value: (3) / (Pool),Adj. P-value: (4) / (Pool),Adj. P-value: (5) / (Pool),Adj. P-value: (6) / (Pool),Adj. P-value: (3) / (2),Adj. P-value: (4) / (2),Adj. P-value: (5) / (2),Adj. P-value: (6) / (2),Adj. P-value: (1) / (2),Adj. P-value: (4) / (3),Adj. P-value: (5) / (3),Adj. P-value: (6) / (3),Adj. P-value: (1) / (3),Adj. P-value: (5) / (4),Adj. P-value: (6) / (4),Adj. P-value: (1) / (4),Adj. P-value: (6) / (5),Adj. P-value: (1) / (5),Adj. P-value: (1) / (6)
FALSE,Phenylisocyanate,C7 H5 N O,Full match,Invalid mass,Partial match,Full match,,119.03727,4.903,165473.788,10,33,,No matches found,Single match found,91.2,17746.95327,99705.51595,235572.0171,10636.37276,140984.8496,7634.049264,100823.3896,8.869556796,8.463340921,6.684887056,5.452647817,2.580204923,8.966064512,5.189999548,0.076,0.176,0.989,2.336,0.105,1.398,5.618,13.274,0.599,7.944,0.43,2.363,0.107,1.414,0.077,0.045,0.598,0.032,13.255,0.718,0.054,-3.72,-2.51,-0.02,1.22,-3.24,0.48,2.49,3.73,-0.74,2.99,-1.22,1.24,-3.23,0.5,-3.71,-4.47,-0.74,-4.95,3.73,-0.48,-4.21,2.26E-14,2.34E-14,0.741589345,1.66E-10,2.26E-14,0.00034155,3.61E-14,2.26E-14,3.72E-07,2.32E-14,4.86E-10,2.58E-10,2.29E-14,9.36E-05,2.28E-14,2.26E-14,4.48E-07,2.26E-14,2.26E-14,0.000398047,2.26E-14,8.70E-13,5.01E-13,1,3.02E-09,7.98E-14,0.001516425,6.66E-13,5.23E-13,7.90E-07,3.88E-13,3.72E-09,3.40E-09,8.76E-14,0.000411942,9.63E-13,8.69E-14,2.41E-06,7.60E-13,8.46E-14,0.000766027,6.52E-13
FALSE,3-Hydroxy-2-methyl-4-pyrone,C6 H6 O3,Full match,No results,Partial match,Full match,,126.03177,1.996,163364.3982,27,0,,Multiple matches found,Multiple matches found,,2513.626963,98162.08121,45515.70133,1259.46737,219208.6795,6589.975492,55635.087,11.30953555,5.675383902,5.606026837,34.5791038,11.57677492,11.93441196,10.10705633,0.118,0.045,1.764,0.818,0.023,3.94,39.052,18.108,0.501,87.208,2.622,0.464,0.013,2.233,0.067,0.028,4.816,0.145,174.049,5.232,0.03,-3.08,-4.47,0.82,-0.29,-5.47,1.98,5.29,4.18,-1,6.45,1.39,-1.11,-6.28,1.16,-3.9,-5.18,2.27,-2.79,7.44,2.39,-5.06,2.77E-11,1.12E-13,0.004037363,0.378051099,2.39E-14,3.55E-08,5.67E-14,2.93E-12,0.000712872,2.34E-14,2.64E-05,0.00026756,2.36E-14,0.000100283,6.87E-12,7.42E-14,1.68E-08,8.78E-10,2.29E-14,1.27E-08,8.53E-14,5.20E-10,1.69E-12,0.010536532,0.807414522,7.98E-14,3.84E-07,9.20E-13,3.69E-11,0.001244329,3.88E-13,8.06E-05,0.001173317,8.76E-14,0.000437971,9.68E-11,2.13E-13,1.15E-07,5.37E-09,8.46E-14,2.87E-08,1.69E-12
FALSE,P3SA,C5 H5 N O3 S,Full match,No results,Full match,No results,,158.99977,0.393,99920.79584,1,0,,No matches found,No matches found,,1208.174417,248.2679058,299.2985261,121104.8614,791.1257699,6364.132963,2736.184143,36.15739548,49.10513718,49.05387425,6.685719449,44.88435,5.98948113,21.7157262,2.326,0.442,0.091,0.109,44.26,0.289,0.205,0.248,100.238,0.655,5.268,1.206,487.799,3.187,25.634,404.629,2.643,21.263,0.007,0.053,8.044,1.22,-1.18,-3.46,-3.19,5.47,-1.79,-2.28,-2.01,6.65,-0.61,2.4,0.27,8.93,1.67,4.68,8.66,1.4,4.41,-7.26,-4.25,3.01,0.009295873,0.24449679,3.30E-06,7.95E-06,2.25E-10,0.015918181,0.000660092,0.001736114,1.55E-10,0.82053306,0.000327066,0.998404092,2.92E-12,0.009026613,6.48E-08,4.06E-12,0.024261121,1.23E-07,5.04E-11,8.75E-08,3.01E-05,0.02960293,0.430991046,1.85E-05,3.98E-05,4.84E-10,0.048664153,0.001619949,0.004691015,4.14E-10,1,0.000859853,1,7.61E-12,0.024390092,3.18E-07,1.02E-11,0.068314208,5.68E-07,1.16E-10,1.88E-07,0.000109526
FALSE,Ethionine,C6 H13 N O2 S,Full match,No results,Partial match,Full match,,163.06668,0.459,36493.61058,18,0,,Multiple matches found,No matches found,,8715.628588,34777.44061,17342.7526,6192.789572,12592.16046,6305.513989,16713.2069,6.752510258,8.455987401,6.211011793,7.623167623,8.982745344,13.35984019,11.45928164,0.377,0.521,2.081,1.038,0.371,0.753,3.99,1.99,0.711,1.445,0.723,0.499,0.178,0.362,0.181,0.357,0.726,0.364,2.033,1.018,0.501,-1.41,-0.94,1.06,0.05,-1.43,-0.41,2,0.99,-0.49,0.53,-0.47,-1,-2.49,-1.47,-2.46,-1.49,-0.46,-1.46,1.02,0.03,-1,1.28E-09,7.44E-07,8.70E-07,0.999606247,3.76E-09,0.008284972,1.57E-10,1.97E-06,0.017948269,0.002723063,0.002897627,6.74E-06,8.82E-12,2.30E-08,4.85E-12,1.29E-08,0.010066885,4.66E-09,3.06E-06,0.962058841,7.84E-07,1.58E-08,3.05E-06,5.61E-06,1,7.73E-09,0.027193005,1.13E-09,8.42E-06,0.028035982,0.006871881,0.006710954,4.05E-05,2.18E-11,2.16E-07,6.92E-11,2.64E-08,0.029673737,2.62E-08,5.86E-06,1,3.64E-06
FALSE,DIMORPHOLINOPYRIDAZINONE,C12 H18 N4 O3,Full match,No results,Not the top hit,No results,,266.13756,0.618,44715.92255,3,0,,No matches found,No matches found,,11445.80995,44624.30653,37036.31495,117.8183831,46902.65544,6026.418488,24778.19846,11.31032529,2.761305445,11.14136544,23.45758523,3.160061438,0.539774721,8.215923044,0.243,0.462,1.801,1.495,0.005,1.893,3.899,3.236,0.01,4.098,0.527,0.83,0.003,1.051,0.135,0.003,1.266,0.163,398.093,51.15,0.128,-2.04,-1.11,0.85,0.58,-7.72,0.92,1.96,1.69,-6.6,2.03,-0.93,-0.27,-8.57,0.07,-2.89,-8.3,0.34,-2.62,8.64,5.68,-2.96,5.13E-11,5.90E-07,3.70E-05,0.003185918,2.26E-14,6.80E-06,1.08E-09,1.06E-08,2.26E-14,4.32E-10,1.33E-05,0.365614781,2.26E-14,0.963161063,2.56E-12,2.26E-14,0.081933868,1.04E-11,2.26E-14,2.28E-14,1.38E-12,8.95E-10,2.46E-06,0.000156316,0.010553971,7.98E-14,4.49E-05,6.39E-09,6.60E-08,1.28E-13,2.77E-09,4.29E-05,0.715187962,8.76E-14,1,3.91E-11,8.69E-14,0.214875584,9.91E-11,8.46E-14,1.15E-13,1.92E-11
FALSE,3477,C12 H20 N2 O3,Full match,No results,Full match,No results,,240.14719,0.566,27737.72846,15,0,,No matches found,No matches found,,4543.660195,27557.60932,37970.17696,135.4769103,17265.0636,5993.736566,15269.35328,13.55450751,10.86873701,7.13408988,2.098441981,1.356141638,12.6698898,9.446288844,0.393,0.298,1.805,2.487,0.009,1.131,6.065,8.357,0.03,3.8,1.319,1.378,0.005,0.627,0.217,0.004,0.455,0.158,127.439,44.242,0.347,-1.35,-1.75,0.85,1.31,-6.82,0.18,2.6,3.06,-5.07,1.93,0.4,0.46,-7.67,-0.67,-2.2,-8.13,-1.14,-2.66,6.99,5.47,-1.53,1.07E-08,6.04E-11,2.09E-05,1.42E-08,2.26E-14,0.738596748,2.37E-12,9.74E-14,2.28E-14,9.84E-11,0.003340937,0.003332511,2.26E-14,0.000965375,5.81E-11,2.26E-14,4.10E-07,2.36E-12,2.26E-14,2.26E-14,1.12E-08,1.00E-07,5.34E-10,9.39E-05,1.34E-07,7.98E-14,1,2.40E-11,1.71E-12,1.28E-13,6.79E-10,0.00767125,0.011539764,8.76E-14,0.003321387,5.81E-10,8.69E-14,2.22E-06,2.78E-11,8.46E-14,1.15E-13,7.86E-08
FALSE,11-Hydroxy-?(9)-THC,C21 H30 O3,Full match,Full match,Partial match,Full match,,330.21931,6.926,260408.0522,43,2,69.5,Multiple matches found,No matches found,,5516.192812,1734.736017,382786.0756,14923.7197,26147.80608,5403.660164,68319.21862,17.89077077,19.59052832,1.077405369,2.434556854,1.307198081,13.95209023,5.30081603,0.079,0.081,0.025,5.603,0.218,0.383,0.314,69.393,2.705,4.74,0.98,220.66,8.603,15.073,3.115,0.039,0.068,0.014,1.752,0.362,0.207,-3.66,-3.63,-5.3,2.49,-2.19,-1.39,-1.67,6.12,1.44,2.24,-0.03,7.79,3.1,3.91,1.64,-4.68,-3.87,-6.15,0.81,-1.47,-2.27,2.51E-14,2.58E-14,2.26E-14,5.28E-12,1.95E-11,1.37E-08,1.05E-08,2.26E-14,1.45E-07,1.59E-10,0.999885652,2.26E-14,1.35E-12,3.39E-14,1.50E-08,2.31E-14,2.89E-14,2.26E-14,0.000167366,9.62E-08,1.20E-10,8.70E-13,5.01E-13,1.34E-12,1.71E-10,4.50E-11,1.60E-07,5.09E-08,5.23E-13,3.16E-07,1.06E-09,1,1.14E-12,3.63E-12,1.45E-12,8.29E-08,8.69E-14,9.65E-13,7.60E-13,0.000311447,2.05E-07,1.18E-09
FALSE,LicoisoflavoneA,C20 H18 O6,Full match,Invalid mass,Partial match,Full match,,354.11042,6.03,151104.6416,25,18,,Multiple matches found,No matches found,82.7,33437.58404,11751.32958,212417.1859,6043.07093,71757.70858,4952.994647,48774.28914,15.52616818,8.236827777,7.377710362,9.134163021,4.801336679,9.353657858,6.568848228,0.102,0.686,0.241,4.355,0.124,1.471,0.351,6.353,0.181,2.146,0.148,18.076,0.514,6.106,0.421,0.028,0.338,0.023,11.874,0.82,0.069,-3.3,-0.54,-2.05,2.12,-3.01,0.56,-1.51,2.67,-2.47,1.1,-2.76,4.18,-0.96,2.61,-1.25,-5.14,-1.57,-5.42,3.57,-0.29,-3.86,2.35E-14,0.000514913,7.98E-12,2.46E-12,3.11E-14,0.000412865,4.24E-09,4.00E-13,4.05E-12,3.11E-07,3.28E-13,2.30E-14,5.00E-06,1.14E-12,3.17E-08,2.26E-14,8.86E-10,2.26E-14,2.49E-14,0.024858372,2.32E-14,8.70E-13,0.001457558,2.21E-10,1.01E-10,9.34E-14,0.001781313,2.22E-08,6.14E-12,1.30E-11,1.31E-06,9.00E-12,1.14E-12,9.74E-06,3.04E-11,1.65E-07,8.69E-14,8.39E-09,7.60E-13,8.53E-14,0.044257001,6.52E-13
FALSE,2_3-Dimethylmaleate,C6 H8 O4,Full match,No results,Partial match,Full match,,144.0424,0.984,193075.1237,30,0,,Multiple matches found,Multiple matches found,,3281.560792,5046.33311,35719.89939,4461.993262,272459.9234,4259.569331,48402.12321,42.46174249,10.92877166,7.110235032,4.032315373,9.370659246,23.55276209,3.760807652,0.088,0.068,0.104,0.738,0.092,5.629,1.538,10.885,1.36,83.028,1.298,7.078,0.884,53.992,0.844,0.125,7.628,0.119,61.062,0.955,0.016,-3.51,-3.88,-3.26,-0.44,-3.44,2.49,0.62,3.44,0.44,6.38,0.38,2.82,-0.18,5.75,-0.24,-3,2.93,-3.07,5.93,-0.07,-6,3.63E-10,3.07E-11,1.91E-09,0.339474984,7.95E-10,1.41E-07,0.011906417,1.08E-09,0.052692504,1.72E-13,0.186542591,1.05E-07,0.984827381,2.78E-12,0.750276145,4.04E-08,4.97E-08,1.75E-08,1.67E-12,0.989695912,1.03E-12,4.97E-09,2.84E-10,2.52E-08,0.74050589,1.68E-09,1.34E-06,0.024641908,7.72E-09,0.078089999,2.00E-12,0.316826305,8.37E-07,1,7.27E-11,1,8.16E-08,3.13E-07,8.93E-08,4.49E-12,1,1.57E-11
FALSE,L-Aspartic acid,C4 H7 N O4,Full match,Full match,Full match,Full match,,133.03758,0.604,51155.72621,10,2,83.6,Multiple matches found,No matches found,,1498.125066,8007.364643,2099.053722,2267.998269,1235.827036,4176.726123,1282.028026,14.58974547,136.4071816,61.82118364,29.4061484,130.1938708,50.64246999,81.51492175,3.258,1.169,6.246,1.637,1.769,0.964,5.345,1.401,1.514,0.825,2.788,0.262,0.283,0.154,0.522,1.08,0.589,1.99,0.545,1.842,3.38,1.7,0.22,2.64,0.71,0.82,-0.05,2.42,0.49,0.6,-0.28,1.48,-1.93,-1.82,-2.7,-0.94,0.11,-0.76,0.99,-0.88,0.88,1.76,0.915590151,0.999997231,0.31736299,0.999886885,0.999988601,0.995297481,0.358584511,0.999303179,0.99982098,0.990558198,0.904181924,0.601120061,0.546663663,0.75476048,0.938841952,0.999999928,0.999960124,0.989992444,0.999774885,0.981408235,0.999228381,1,1,0.598262177,1,1,1,0.555515299,1,1,1,1,1,0.786196398,1,1,1,1,1,1,1,1
FALSE,"3,5,7-Trioxononanedioic acid",C9 H10 O7,Full match,Invalid mass,Full match,No results,,230.0426,1.996,239968.1538,1,24,,No matches found,No matches found,76.7,3670.029029,135668.0796,24191.93111,2581.011904,333267.2456,4024.683547,81486.72515,5.892155517,2.250761996,6.532715519,24.58908086,9.941555272,4.826163742,4.144150515,0.049,0.045,1.665,0.297,0.032,4.09,36.966,6.592,0.703,90.808,1.097,0.178,0.019,2.456,0.03,0.107,13.776,0.166,129.123,1.559,0.012,-4.34,-4.47,0.74,-1.75,-4.98,2.03,5.21,2.72,-0.51,6.5,0.13,-2.49,-5.72,1.3,-5.08,-3.23,3.78,-2.59,7.01,0.64,-6.37,2.29E-14,2.29E-14,8.89E-05,2.49E-10,2.28E-14,5.90E-11,2.28E-14,5.07E-12,0.011734144,2.26E-14,0.994922879,9.93E-12,2.26E-14,2.52E-07,2.28E-14,3.20E-13,2.75E-14,7.58E-12,2.26E-14,0.003442149,2.26E-14,8.70E-13,5.01E-13,0.000352246,3.98E-09,7.98E-14,1.40E-09,5.35E-13,5.96E-11,0.018656069,3.88E-13,1,2.13E-10,8.76E-14,1.86E-06,9.63E-13,8.72E-13,9.65E-13,7.65E-11,8.46E-14,0.006372145,6.52E-13
FALSE,Biotin,C10 H16 N2 O3 S,No match,Invalid mass,No match,No results,,244.09244,1.125,79599.10934,2,3,50.9,No matches found,No matches found,75,506.7312239,16603.48765,3237.512287,580.8107756,115148.3648,3908.251717,16208.07055,33.34120119,1.907152328,7.67732423,14.05249876,1.048768069,16.00724024,2.493542622,0.241,0.031,1.024,0.2,0.036,7.104,32.766,6.389,1.146,227.238,7.713,0.195,0.035,6.935,0.235,0.179,35.567,1.207,198.255,6.729,0.034,-2.05,-5,0.03,-2.32,-4.8,2.83,5.03,2.68,0.2,7.83,2.95,-2.36,-4.84,2.79,-2.09,-2.48,5.15,0.27,7.63,2.75,-4.88,4.55E-09,2.48E-14,0.999988195,4.53E-10,2.40E-14,2.50E-11,4.46E-14,1.63E-09,0.977814673,2.26E-14,2.23E-10,2.07E-09,3.41E-14,1.49E-10,1.85E-08,7.03E-10,2.62E-14,0.439974689,2.26E-14,1.06E-10,3.82E-14,4.72E-08,5.01E-13,1,6.73E-09,7.98E-14,7.88E-10,7.70E-13,1.15E-08,1,3.88E-13,1.92E-09,2.26E-08,1.10E-13,2.58E-09,1.00E-07,1.50E-09,9.65E-13,0.868584718,8.46E-14,2.71E-10,8.88E-13
FALSE,4-{3-[3-(Trifluoromethyl)phenyl]isoxazol-5-yl}pyrimidin-2-amine,C14 H9 F3 N4 O,No match,Full match,No results,No results,,306.07148,0.663,90590.34621,0,1,75.6,No matches found,No matches found,,374.3891894,4885.075411,28932.35957,194.4835449,127537.4863,3075.156347,29569.69192,24.63431059,13.49131375,8.476809483,2.377695143,4.983541208,13.2622855,7.844225279,0.104,0.013,0.165,0.978,0.007,4.313,13.048,77.279,0.519,340.655,8.214,5.923,0.04,26.108,0.63,0.007,4.408,0.106,655.775,15.812,0.024,-3.27,-6.3,-2.6,-0.03,-7.25,2.11,3.71,6.27,-0.94,8.41,3.04,2.57,-4.65,4.71,-0.67,-7.22,2.14,-3.23,9.36,3.98,-5.37,3.52E-13,2.26E-14,6.69E-12,0.992140675,2.26E-14,3.42E-10,8.11E-13,2.28E-14,3.28E-05,2.26E-14,1.08E-11,4.76E-11,2.60E-14,2.39E-14,0.016467745,2.26E-14,1.04E-09,3.40E-12,2.26E-14,8.82E-14,2.31E-14,1.02E-11,5.01E-13,1.99E-10,1,7.98E-14,5.99E-09,9.75E-12,5.23E-13,6.19E-05,3.88E-13,1.63E-10,7.52E-10,8.92E-14,1.19E-12,0.034961284,8.69E-14,9.59E-09,3.79E-11,8.46E-14,3.27E-13,6.52E-13
FALSE,"7-(Diethylamino)-5-methyl-3-phenyl[1,3]thiazolo[4,5-d]pyrimidine-2(3H)-thione",C16 H18 N4 S2,No match,Invalid mass,No match,No results,,330.09229,1.991,181220.1468,3,2,94.8,No matches found,No matches found,,1193.508201,145869.5856,14888.96585,1016.285341,210708.0726,2803.201504,48298.808,22.26442713,16.58502534,26.28686156,32.11999236,33.83419458,16.79084782,12.15228038,0.058,0.025,3.02,0.308,0.021,4.363,122.219,12.475,0.852,176.545,2.349,0.102,0.007,1.444,0.019,0.068,14.152,0.188,207.332,2.758,0.013,-4.11,-5.34,1.59,-1.7,-5.57,2.13,6.93,3.64,-0.23,7.46,1.23,-3.29,-7.17,0.53,-5.7,-3.87,3.82,-2.41,7.7,1.46,-6.23,6.89E-10,1.19E-11,0.000378185,4.23E-05,3.93E-12,1.26E-05,1.60E-12,3.15E-08,0.72230156,4.85E-13,0.005898584,5.92E-08,5.61E-13,0.599686995,3.01E-11,5.59E-09,7.85E-09,1.60E-05,1.70E-13,0.00031061,9.36E-12,8.78E-09,1.19E-10,0.001241283,0.000189429,9.62E-12,7.72E-05,1.75E-11,1.76E-07,0.862569943,5.24E-12,0.013067257,4.84E-07,1.54E-12,1,3.43E-10,1.17E-08,6.00E-08,6.01E-05,4.94E-13,0.000599914,1.15E-10
FALSE,3-Hydroxy-2-methyl-4-pyrone,C6 H6 O3,Full match,No results,Partial match,Full match,,126.03177,1.71,117976.1916,27,0,,Multiple matches found,Multiple matches found,,3068.94064,4003.388208,8292.346433,985.4474465,170833.3418,2151.211525,26534.86015,76.07202313,6.758883303,4.911341314,7.838455517,3.827039354,8.656605328,9.126194968,0.081,0.116,0.151,0.313,0.037,6.438,1.304,2.702,0.321,55.665,0.701,2.071,0.246,42.672,0.537,0.119,20.601,0.259,173.356,2.183,0.013,-3.62,-3.11,-2.73,-1.68,-4.75,2.69,0.38,1.43,-1.64,5.8,-0.51,1.05,-2.02,5.42,-0.9,-3.07,4.36,-1.95,7.44,1.13,-6.31,4.52E-05,8.88E-06,0.001206862,0.051116493,1.29E-06,0.001388445,0.226951119,0.009484893,0.908627602,4.47E-08,0.970820884,0.612691465,0.029978001,1.21E-06,0.678982435,0.001041607,1.74E-05,0.052049451,1.20E-08,0.44477711,1.34E-07,0.000209594,3.21E-05,0.003462045,0.13673662,2.46E-06,0.005402315,0.369615978,0.023065534,1,2.17E-07,1,1,0.050119471,7.64E-06,0.999327656,0.001905161,7.48E-05,0.128621045,2.50E-08,0.698842155,7.40E-07
FALSE,Furfural;Furan-2-carbaldehyde,C5 H4 O2,Full match,No results,Partial match,Full match,,96.0212,0.983,77990.76111,7,0,,Single match found,No matches found,,1357.144873,1900.935396,12384.1442,1394.249835,111358.3111,2096.854544,17159.5193,13.61799825,49.19757948,6.52076002,17.05050176,6.710305609,54.41948037,4.572634672,0.122,0.079,0.111,0.722,0.081,6.49,1.401,9.125,1.027,82.053,1.545,6.515,0.733,58.581,1.103,0.113,8.992,0.169,79.87,1.504,0.019,-3.03,-3.66,-3.17,-0.47,-3.62,2.7,0.49,3.19,0.04,6.36,0.63,2.7,-0.45,5.87,0.14,-3.15,3.17,-2.56,6.32,0.59,-5.73,5.67E-07,4.24E-07,7.78E-07,0.824973207,6.50E-07,2.36E-05,0.999633506,1.24E-05,0.999950773,6.88E-10,0.999994813,2.36E-05,0.999999743,1.02E-09,0.999992347,1.96E-05,1.20E-05,1.69E-05,9.07E-10,0.999999947,8.31E-10,3.63E-06,1.80E-06,5.05E-06,1,1.26E-06,0.000136003,1,4.88E-05,1,4.28E-09,1,0.000129722,1,1.47E-08,1,3.65E-05,5.37E-05,6.34E-05,1.98E-09,1,7.00E-09
FALSE,Megestrol,C22 H30 O3,No results,Invalid mass,Full match,No results,,342.21936,7.929,160640.8186,21,3,,No matches found,No matches found,86.7,18530.6858,82539.8084,15712.23679,213439.5118,191545.7139,1595.610623,83836.00524,31.4843008,8.741666009,17.64581199,3.602982289,8.318031494,20.77817352,6.354506441,0.019,0.221,0.985,0.187,2.546,2.285,4.454,0.848,11.518,10.337,0.086,0.19,2.586,2.321,0.019,13.584,12.191,0.102,0.897,0.007,0.008,-5.72,-2.18,-0.02,-2.42,1.35,1.19,2.16,-0.24,3.53,3.37,-3.54,-2.39,1.37,1.21,-5.69,3.76,3.61,-3.3,-0.16,-7.06,-6.91,2.34E-14,2.56E-08,0.998747588,8.96E-10,6.34E-06,3.76E-05,2.22E-07,0.137895884,5.91E-11,1.33E-10,1.47E-11,7.73E-09,1.28E-05,6.58E-05,2.98E-14,8.49E-12,1.60E-11,1.20E-10,0.953217327,2.30E-14,2.31E-14,8.70E-13,1.30E-07,1,1.21E-08,1.17E-05,0.000207405,8.97E-07,0.258403846,1.62E-10,8.93E-10,2.02E-10,7.45E-08,2.46E-05,0.000298535,1.05E-12,2.07E-11,2.44E-10,8.42E-10,1,1.15E-13,6.52E-13
FALSE,MFCD00463356,C2 H6 N2 S2,No results,No results,Full match,No results,,121.99747,0.397,33556.06938,1,0,,No matches found,No matches found,,1484.097371,483.8734666,1110.116625,41946.56522,615.7163834,1175.657453,678.7642111,52.68463356,58.9535995,70.86659284,5.856452433,51.97338787,72.24562341,82.39421287,1.732,2.186,0.713,1.635,61.798,0.907,0.326,0.748,28.264,0.415,0.792,2.294,86.689,1.272,2.43,37.786,0.555,1.059,0.015,0.028,1.909,0.79,1.13,-0.49,0.71,5.95,-0.14,-1.62,-0.42,4.82,-1.27,-0.34,1.2,6.44,0.35,1.28,5.24,-0.85,0.08,-6.09,-5.16,0.93,0.999463659,0.991288214,0.993898836,0.99909436,1.50E-05,0.997156269,0.885913213,0.999990168,0.000177352,0.912903577,0.99997493,0.950046537,2.22E-05,0.999999977,0.957881686,0.000121574,0.965594508,1,2.52E-05,0.000114006,0.971625137,1,1,1,1,2.74E-05,1,1,1,0.000322184,1,1,1,4.21E-05,1,1,0.000225059,1,1,4.71E-05,0.000223009,1
FALSE,4-Hydroxy-2-butynal,C4 H4 O2,Full match,No results,Partial match,Full match,,84.02117,0.983,88234.99066,8,0,,Single match found,Single match found,,682.3667488,951.9534831,11799.96131,2008.05897,118291.6771,1168.435657,19435.16405,16.83477509,58.33062041,3.4004013,9.078281676,9.013422785,10.25678256,5.32752676,0.06,0.035,0.049,0.607,0.103,6.086,1.395,17.293,2.943,173.355,1.712,12.396,2.109,124.262,1.227,0.17,10.025,0.099,58.908,0.582,0.01,-4.06,-4.83,-4.35,-0.72,-3.27,2.61,0.48,4.11,1.56,7.44,0.78,3.63,1.08,6.96,0.3,-2.55,3.33,-3.34,5.88,-0.78,-6.66,7.10E-11,5.24E-12,6.27E-11,0.05279509,2.10E-09,6.60E-08,0.062435126,2.71E-10,0.000108133,3.77E-14,0.04811458,7.33E-09,0.051847176,2.11E-13,0.999999144,4.33E-07,8.53E-09,8.54E-09,2.06E-12,0.067195036,2.32E-13,1.17E-09,5.72E-11,1.24E-09,0.140175549,4.36E-09,6.79E-07,0.112847272,2.14E-09,0.00019812,4.99E-13,0.090798237,7.20E-08,0.085348428,6.28E-12,1,8.42E-07,6.38E-08,4.55E-08,5.48E-12,0.118449241,4.01E-12
FALSE,Spermidine,C7 H19 N3,Full match,No results,Partial match,Full match,,145.15803,0.39,50880.05778,7,0,,Single match found,No matches found,,1392.45404,50880.05778,2074.366656,1916.397597,7718.90846,1113.058652,6176.391402,32.27830572,3.384731823,11.47193783,4.088073249,4.747658654,12.12588805,11.48323447,0.18,0.225,8.238,0.336,0.31,1.25,36.54,1.49,1.376,5.543,0.799,0.041,0.038,0.152,0.022,0.924,3.721,0.537,4.028,0.581,0.144,-2.47,-2.15,3.04,-1.57,-1.69,0.32,5.19,0.58,0.46,2.47,-0.32,-4.62,-4.73,-2.72,-5.51,-0.11,1.9,-0.9,2.01,-0.78,-2.79,6.82E-10,1.15E-09,6.88E-11,3.00E-07,9.77E-08,0.896477055,3.85E-14,0.007596162,0.033928085,2.03E-09,0.999031137,4.66E-13,2.74E-13,1.09E-09,3.38E-14,0.985154743,3.20E-07,0.003066594,1.17E-07,0.013821621,1.27E-09,8.78E-09,7.91E-09,1.32E-09,2.07E-06,1.95E-07,1,6.76E-13,0.018814569,0.05149369,1.20E-08,1,1.42E-11,7.77E-13,1.53E-08,1.12E-12,1,1.74E-06,0.009242972,2.34E-07,0.024981646,1.03E-08
